track_id,chords
77315,"N 2.7s, C:maj 28.4s, C:maj/5 1.0s, C:maj 23.0s, C:maj/5 1.9s, C:maj 3.0s"
77316,"N 0.0s, G:maj 6.9s, G:sus4 9.4s, F:maj/2 4.2s, D:min7 2.1s, G:sus4 2.1s, F:maj/2 4.2s, D:min 2.2s, G:sus4 2.6s, A:min 3.6s, D:min 2.1s, G:maj 3.0s, A:min 3.3s, D:min7 2.1s, G:maj 2.3s, A:min/b7 4.1s, D:min 2.2s, G:maj 2.2s, A:min/b7 1.6s"
77317,"N 0.2s, F:maj 1.7s, C:maj 2.8s, F:maj 1.5s, C:maj 0.7s, G:maj 0.8s, A:min 1.6s, F:maj 1.6s, C:maj 3.0s, F:maj 0.9s, C:maj 1.9s, G:maj 0.8s, A:min 3.3s, A:min/b7 1.2s, C:maj 10.1s, A:min 1.5s, F:maj 1.0s, C:maj 3.7s, F:maj 0.8s, C:maj 2.3s, G:maj/b7 2.0s, C:maj 9.5s, F:maj 0.7s, C:maj 2.1s, A:min 1.3s, F:maj 0.8s, C:maj 2.2s"
77374,"N 18.6s, F:min 8.3s, N 12.8s, C#:min 2.0s, F#:maj 0.7s, Ab:min7 1.9s, C#:min7 2.0s, F#:7 0.7s, Ab:min7 2.0s, C#:min7 1.3s, E:7 0.7s, F#:maj 0.7s, Ab:min7 2.0s, C#:min7 1.9s, F#:7 0.8s, Ab:min7 2.0s, F:min 1.7s"
77375,"N 0.0s, E:min 2.9s, A:min 0.7s, B:min 0.8s, A:min 3.9s, G:maj 0.4s, E:min 2.8s, A:min 0.7s, B:min 0.8s, A:min 2.2s, B:min 1.1s, E:min 3.2s, G:maj 2.0s, A:min 1.2s, A:min7 3.0s, E:min 2.2s, G:maj 2.1s, A:min 2.2s, B:min 1.3s, E:min 3.0s, G:maj 2.1s, A:min 4.2s, E:min 2.2s, G:maj 2.1s, A:min 2.1s, B:min 1.5s, E:min 4.4s, D:maj 0.5s, A:min 3.8s, G:maj 0.3s"
77376,"N 0.0s, E:min 1.6s, D:maj 0.7s, B:min 1.8s, E:min 2.4s, D:maj 0.7s, B:min 1.8s, E:min 2.1s, A:maj 1.2s, N 1.3s, B:min 1.3s, E:min 1.2s, A:maj 1.9s, C:maj 0.5s, B:min 1.3s, E:min 1.2s, A:maj 1.5s, D:7 0.9s, B:7 1.2s, E:min7 1.2s, A:maj 1.5s, D:7 0.9s, B:7 1.2s, E:min7 1.2s, A:7 1.5s, D:7 1.1s, B:7 1.1s, E:min7 1.2s, A:maj 1.5s, D:7 0.9s, B:7 1.3s, E:min7 1.2s, A:7 1.3s, D:7 1.3s, B:7 1.1s, E:min7 1.3s, A:7 1.3s, D:7 1.4s, B:7 1.0s, E:min7 1.2s, A:7 1.3s, D:7 1.3s, B:7 1.0s, E:min7 1.3s, A:7 1.3s, D:7 1.8s, B:7 0.6s, E:min 0.7s, G:maj 0.4s"
77377,"N 2.2s, D:min7 1.3s, G:min/b3 1.1s, G:min7 2.6s, D:min7 1.2s, G:min/b3 0.7s, F:maj/3 0.4s, G:min7 2.5s, D:min 1.3s, Bb:maj 1.2s, G:min 1.2s, C:maj 1.3s, D:min 1.3s, Bb:maj 1.1s, G:min 1.2s, C:maj 1.3s, D:min 1.3s, Bb:maj 1.2s, G:min 1.2s, C:maj 1.3s, D:min 1.3s, Bb:maj 1.2s, G:min 1.2s, C:maj 1.3s, D:min7 1.2s, Bb:maj 1.3s, G:min 1.2s, C:maj 1.2s, D:min7 1.3s, Bb:maj 1.2s, G:min 1.3s, A:min7 1.2s, D:min7 1.3s, Bb:maj 1.3s, G:min 1.2s, C:maj 1.1s, D:min7 1.3s, Bb:maj 1.2s, G:min7 1.3s, G:min/2 1.2s, D:min 1.3s, Bb:maj 1.2s, G:min 1.2s, C:maj 1.3s, D:min 1.2s, Bb:maj 1.2s, G:maj 0.9s"
77378,"N 0.6s, C:maj/3 1.8s, F:maj 2.3s, A:min 2.8s, F:maj 2.2s, C:maj/3 1.7s, G:maj/3 1.1s, C:maj 2.2s, F:maj 1.5s, D:min 0.6s, A:min 2.8s, F:maj 0.5s, C:maj 5.8s, C:maj/3 0.6s, F:maj 1.8s, G:maj 0.6s, A:min7 2.7s, F:maj 2.1s, C:maj/3 1.8s, G:maj/3 0.9s, C:maj 2.0s, F:maj 1.7s, G:maj 0.7s, A:min7 2.7s, F:maj 1.5s, D:min 0.6s, C:maj/3 1.8s, C:maj 0.9s, F:maj 0.9s, C:maj/3 1.5s, F:maj 0.7s, C:maj 1.7s, F:maj 0.9s, C:maj/3 1.5s, G:7 1.2s, C:7 1.2s, F:maj 0.9s, C:maj/3 1.1s"
77379,"N 0.0s, D:maj 1.2s, F#:min 1.3s, E:maj 3.0s, D:maj 1.1s, F#:min 1.3s, E:maj 3.0s, D:maj 1.1s, A:maj/3 1.3s, E:maj/5 3.0s, D:maj 1.1s, A:maj/3 1.6s, E:maj 1.1s, F#:min 1.7s, D:maj 0.7s, A:maj/3 0.6s, B:min 0.7s, A:maj 0.7s, D:maj 3.4s, A:maj/3 0.6s, B:min 0.7s, E:maj 0.8s, F#:min7 5.4s, D:maj 1.0s, A:maj 1.3s, E:maj 1.6s, Ab:min 1.4s, D:maj 1.0s, A:maj 1.7s, E:maj 1.1s, F#:min7 1.6s, D:maj 0.8s, A:maj/3 0.6s, B:min 0.7s, A:maj 0.7s, D:maj 4.0s, B:min 0.7s, E:maj 0.7s, F#:min7 5.4s, G:maj 0.5s"
77380,"N 6.2s, Bb:sus2 1.8s, C:maj/5 2.9s, Bb:maj 2.9s, F:maj/3 2.7s, Bb:maj 2.7s, C:maj 1.6s, F:maj/5 1.0s, Bb:maj 2.8s, F:maj/3 2.7s, Bb:maj 2.7s, C:maj 2.7s, Bb:maj 2.8s, F:maj/3 2.7s, Bb:maj 2.8s, C:maj 1.0s, F:maj/3 1.7s, Bb:maj 2.7s, F:maj/3 2.7s, Bb:maj 2.7s, C:maj 1.1s, A:min 1.6s, Bb:maj 2.8s, F:maj/3 1.0s, A:min7 1.7s"
77382,"N 9.5s, E:min/b7 1.3s, C:maj 0.7s, G:maj 0.7s, A:min 1.7s, E:min 1.1s, E:min/b7 1.4s, C:maj 0.7s, G:maj 0.7s, A:min 2.7s, E:min/b7 2.1s, A:min 1.9s, B:min 1.3s, E:min/b7 2.1s, G:maj 0.8s, A:min 1.6s, E:min 2.4s, C:maj 0.7s, G:maj 0.8s, A:maj 1.3s, B:min 1.0s, E:min 2.5s, G:maj 0.7s, A:7 2.2s, E:min7 3.2s, B:min7 4.1s, F:7 1.3s, E:min7 7.1s, A:7 1.9s, F#:min7 0.4s"
77385,"N 6.5s, Bb:min7 2.5s, Eb:min7 1.7s, Bb:min7 1.9s, Eb:min7 2.3s, Bb:min7 1.8s, Eb:min7 1.6s, Bb:min7 2.5s, Eb:min7 1.6s, Bb:min7 2.5s, Eb:min7 1.5s, Bb:min7 2.6s, A:maj7 1.5s, Ab:min7 1.8s, C#:7 0.7s, Eb:min7 0.8s, Ab:min7 1.3s, C#:7 0.9s, Bb:min7 1.1s, Eb:min7 0.9s, Ab:min7 1.2s, C#:7 2.1s, Eb:min7 0.8s, Ab:min7 1.3s, C#:7 0.8s, Eb:min7 2.0s, Ab:min7 1.3s, C#:7 2.0s, Eb:min7 0.8s, Ab:min7 1.3s, C#:7 0.7s, Eb:min7 2.0s, Ab:min7 1.3s, C#:7 1.4s, Bb:7 0.6s, Eb:min7 2.2s"
77386,"N 8.8s, C:min/5 1.3s, C:min 7.5s, G:min7 6.8s, C:7 2.3s, A:min7 2.1s, D:min7 2.1s, G:min7 2.3s, C:7 2.3s, A:min7 2.2s, D:min7 1.2s, Ab:maj7 0.8s, G:min7 2.2s, C:7 2.3s, A:min7 2.2s, D:min7 2.1s, G:min7 2.2s, C:7 2.4s, A:min7 2.0s, D:min7 2.1s, G:min7 1.1s, C:7 1.5s, F:7 0.5s"
77548,"N 57.4s, Ab:min 2.6s"
77549,"N 20.0s, E:min 9.0s, B:min 2.7s, E:min 8.5s, B:min 3.0s, E:min 16.9s"
77550,"N 4.9s, Bb:min 9.0s, Bb:min7 46.1s"
77564,"N 0.0s, G:7 2.4s, C:maj 3.1s, D:min 2.6s, A:7 2.8s, D:min 2.7s, C:maj 2.8s, D:min 2.6s, A:7 2.7s, D:min 4.2s, A:min7 4.0s, D:min 4.2s, A:7 3.9s, D:min 4.3s, A:min7 3.9s, D:min7 4.1s, A:7 4.1s, D:min 4.1s, C:maj 1.3s"
77566,"N 0.1s, G:min7 4.1s, Eb:maj 1.6s, G:min 2.4s, C:maj 3.9s, Eb:maj 4.0s, G:min7 4.1s, Eb:maj/3 1.3s, G:min 2.7s, C:maj/5 3.9s, Eb:maj/3 2.4s, G:min 2.1s, G:min7 3.6s, Eb:maj7 1.1s, G:min 2.8s, C:maj/5 3.9s, Eb:maj 4.0s, Bb:maj 1.0s, G:min 7.0s, Bb:maj 1.0s, G:min 2.8s"
77573,"N 0.8s, B:min 4.6s, D:maj 4.1s, G:maj 4.4s, D:maj 4.4s, B:min 4.2s, D:maj 4.3s, G:maj 4.4s, D:maj 4.5s, B:min 4.6s, D:maj 4.1s, G:maj 4.5s, D:maj 4.2s, A:maj 2.2s, D:maj 2.2s, G:maj 2.5s"
77577,"N 0.0s, F#:maj 3.1s, B:maj 0.7s, A:maj 2.9s, B:maj 1.0s, F#:maj 3.1s, B:maj 0.7s, A:maj 2.9s, B:maj 1.0s, F#:min 3.8s, A:maj 3.0s, B:maj 1.0s, F#:min 3.8s, A:maj 2.9s, B:maj 1.1s, F#:maj 3.7s, A:maj 2.9s, B:maj 1.0s, F#:maj 3.8s, A:maj 2.9s, B:maj 1.0s, F#:min 3.9s, A:maj 3.6s, F#:min 4.1s, A:maj 2.0s"
77825,"N 0.0s, Ab:maj 4.9s, F#:maj 5.8s, E:maj 3.6s, F#:maj 4.7s, Ab:maj 8.4s, N 27.4s, F#:maj 1.2s, Ab:min 4.1s"
77826,"N 14.8s, D:maj 9.5s, G:maj 1.3s, A:maj 1.3s, D:maj 2.8s, G:maj 1.3s, Bb:maj 0.8s, A:maj 0.5s, D:min 2.7s, G:min7 1.5s, A:7 0.8s, D:min7 3.1s, G:min7 2.1s, A:min7 0.7s, D:min7 2.6s, G:min7 1.4s, A:min7 1.3s, D:min7 2.8s, G:min7 1.8s, D:min7 3.5s, G:min7 1.4s, Bb:maj 0.7s, A:7 0.5s, D:min 0.7s"
77831,"N 0.0s, G:maj 3.8s, N 3.3s, A:maj 5.0s, G:maj 2.4s, A:min 2.6s, E:maj 1.2s, Eb:maj 1.1s, A:min 2.7s, G:maj 2.3s, D:min/5 1.8s, A:min 5.7s, A:min/b7 2.4s, A:min 2.7s, E:min 1.0s, A:min 9.2s, D:maj 1.9s, A:min 2.7s, A:min/b7 2.3s, A:min 2.6s, E:maj 1.2s, Eb:maj 1.0s, A:min 0.9s"
77832,"N 0.0s, Ab:maj 11.9s, Ab:maj/5 3.5s, Ab:maj 6.2s, Ab:maj/5 3.5s, Ab:maj 11.1s, N 2.0s, Ab:maj 2.7s, F#:maj 2.5s, C#:maj 4.8s, Ab:maj 2.3s, F#:maj 2.4s, C#:maj 4.8s, Ab:maj 2.3s"
77833,"N 0.2s, F:maj 4.1s, Bb:min 1.5s, F:maj 2.5s, Bb:maj 1.3s, Bb:min 1.4s, F:maj 1.4s, Eb:maj 1.5s, D:min 1.4s, C#:maj 1.3s, F:maj 1.4s, Eb:maj 1.4s, D:min 1.4s, C#:maj 1.3s, F:maj 1.5s, F:maj/b7 1.3s, D:min 1.4s, C#:maj 1.3s, F:maj 1.5s, Eb:maj 1.4s, Bb:maj/3 1.4s, Bb:min/b3 1.3s, F:maj 1.9s, F:maj/b7 1.0s, D:min 1.4s, C#:maj 1.3s, F:maj 1.7s, F:maj/b7 1.1s, Bb:maj/3 1.5s, Bb:min 1.2s, F:maj 1.6s, Eb:maj 1.2s, D:min 1.5s, C#:maj 1.3s, F:maj 2.8s, N 3.9s"
78067,"N 0.0s, A:maj 1.6s, E:maj 1.2s, B:maj 13.4s, A:maj 1.3s, E:maj 1.3s, B:maj 2.6s, A:maj 1.4s, E:maj 1.3s, B:maj 13.2s, A:maj 1.4s, E:maj 1.2s, B:maj 2.8s, A:maj 1.2s, E:maj 1.3s, B:maj 12.9s, E:maj 0.7s, A:maj 1.1s"
78096,"N 0.3s, C:maj 8.5s, C:min 50.1s, F:maj 1.0s"
78099,"N 2.1s, F#:min 7.5s, D:maj/3 4.6s, F#:min 25.4s, D:maj 2.2s, F#:min 1.3s, D:maj 10.1s, E:maj/b7 1.5s, E:maj/3 1.7s, F#:min 3.5s"
78100,"N 0.5s, F:maj/3 1.9s, A:min 1.9s, F:maj 2.0s, A:min 53.8s"
78101,"N 2.1s, F#:maj 8.8s, F#:min7 8.1s, E:7 1.2s, D:maj 1.8s, F#:min7 3.6s, D:maj7 1.8s, B:min7 1.7s, F#:min7 3.7s, B:min7 1.7s, A:maj 1.9s, F#:min 3.5s, B:min 1.8s, D:maj7 1.7s, B:min7 1.5s, F#:min7 2.1s, A:maj/5 1.8s, D:maj7 1.8s, D:maj/3 3.6s, D:maj 1.8s, B:min7 1.8s, B:min/5 2.1s"
78102,"N 8.8s, C:maj 9.6s, F:min/5 9.8s, C:min 10.8s, F:min/5 2.8s, C:min 14.8s, C:maj 3.4s"
78104,"N 7.4s, D:min 3.4s, D:min7 40.3s, D:7 8.8s"
78207,"N 0.5s, A:maj 11.6s, D:maj 1.3s, A:maj 4.0s, D:maj 1.3s, A:maj 5.4s, A:maj/b7 1.9s, D:maj 0.8s, A:maj/b7 2.6s, A:maj 4.7s, D:maj 0.6s, A:maj/b7 1.9s, D:maj 0.9s, A:maj/b7 2.7s, A:maj 4.6s, D:maj 0.6s, A:maj/b7 1.9s, D:maj 0.8s, A:maj/b7 2.6s, A:maj 4.6s, D:maj 0.7s, A:maj/b7 1.7s, D:maj 1.0s, A:maj/b7 1.4s"
78244,"N 0.0s, C:min7 19.0s, C:min 11.0s, B:maj7 2.1s, E:maj7 0.6s, B:maj7 9.7s, E:maj7 1.3s, B:maj7 16.2s"
78249,"N 2.3s, G:min7 26.6s, G:min 11.8s, G:min/5 1.8s, D:min 1.7s, G:min 2.1s, G:min/b3 1.7s, G:min/5 1.9s, D:maj 1.8s, G:min 2.0s, Bb:maj 1.9s, D:maj 3.6s, G:min 0.9s"
78252,"N 0.3s, B:min 59.7s"
78834,"N 0.0s, A:maj 3.5s, N 3.6s, A:maj 3.3s, C:maj 1.7s, N 1.8s, A:min 3.5s, C:maj 2.0s, N 1.3s, A:min 3.6s, C:maj 3.3s, A:min 3.6s, C:maj 1.8s, N 1.5s, A:maj 3.6s, C:maj 3.2s, A:min 1.8s, N 1.7s, C:maj 3.2s, A:min 9.8s, C:maj 2.2s"
78835,"N 0.0s, A:min 1.8s, E:min 1.8s, B:min 3.2s, A:min 1.8s, E:min 1.7s, B:min 3.2s, A:min 1.8s, E:min 1.7s, B:min 3.3s, A:min 1.8s, E:min 1.7s, B:min 3.3s, A:min 2.2s, E:min 1.2s, B:min 2.5s, C#:maj 0.8s, A:min 2.3s, E:min 1.2s, B:min 2.5s, C#:min 0.7s, A:min 2.0s, E:min 1.4s, B:min 2.5s, C#:maj 0.8s, A:min 2.0s, E:min 1.4s, B:min 3.3s, A:min 2.4s, E:min 1.0s, B:min 2.8s"
78836,"N 0.2s, Ab:maj 3.3s, C#:maj 2.9s, N 3.9s, C#:7 3.9s, Ab:7 2.8s, C#:7 2.6s, D:7 22.4s, N 2.9s, D:maj 14.9s"
78839,"N 0.0s, A:maj 2.9s, E:maj 5.7s, D:maj 1.8s, E:maj 0.7s, A:maj 2.8s, E:maj 5.5s, D:maj 1.6s, N 1.1s, A:maj 2.8s, E:maj 5.5s, C#:min 1.9s, E:maj 0.7s, A:maj 2.9s, E:maj 5.5s, C#:min 2.6s, A:maj 2.8s, E:maj 5.5s, C#:maj 2.0s, E:maj 0.7s, A:maj 2.8s, E:maj 2.3s"
78840,"N 0.0s, E:maj 1.4s, C:maj 1.3s, A:maj 1.7s, N 3.9s, A:min 1.4s, N 3.9s, A:min 2.9s, E:maj 1.3s, C:maj 1.2s, A:min 1.8s, N 1.2s, E:maj 1.5s, N 1.1s, A:maj 2.9s, E:maj 1.6s, N 1.0s, A:maj 2.7s, E:maj 1.3s, C:maj 1.0s, A:maj 3.3s, E:maj 1.3s, C:maj 1.3s, A:maj 1.5s, N 15.1s, A:maj 2.3s"
78843,N 60.0s
78845,"N 0.0s, A:min7 7.0s, E:min/5 5.2s, C:maj 1.3s, G:maj 0.4s, A:min7 7.0s, E:min7 5.9s, C:maj 1.1s, A:min 7.2s, E:min 5.7s, C:maj 1.1s, A:min 7.0s, E:min 5.7s, C:maj 1.6s, A:min 3.9s"
78847,"N 0.0s, A:min 8.3s, D:min7 8.7s, A:min 7.2s, D:min7 4.8s, F:maj7 4.5s, A:min 6.7s, D:min 9.2s, A:min 6.7s, D:min7 3.8s"
78848,"N 0.0s, C:min 4.9s, G:min/5 1.7s, C:min 4.3s, G:min/5 2.5s, C:min 3.5s, Bb:maj 3.4s, C:min 3.4s, Bb:maj 3.4s, C:min 3.4s, Bb:maj 3.4s, C:min/5 3.3s, Bb:maj 3.4s, C:min 3.4s, Bb:maj 3.5s, C:min/5 3.3s, Bb:maj 3.4s, C:min 3.4s, Bb:maj 2.5s"
78852,"N 0.0s, D:min 16.7s, D:min/5 3.9s, D:min 1.8s, A:min 11.7s, F:maj 4.9s, N 0.7s, A:min 5.9s, F:maj 2.9s, A:min/5 1.8s, F:maj 7.2s, A:min 1.5s, F:maj 0.9s"
79339,"N 1.8s, Eb:min 5.9s, B:maj 5.7s, Eb:min 3.0s, C#:maj/5 1.7s, Eb:min 1.1s, B:maj 5.7s, Eb:min 3.0s, C#:maj/5 1.7s, Eb:min 1.1s, B:maj 5.8s, Eb:min 2.9s, C#:maj/5 1.7s, Eb:min 1.1s, B:maj 7.2s, N 10.5s"
79340,"N 0.9s, C:min7 5.1s, N 15.6s, C:min/b3 4.3s, Eb:min 1.6s, C:min/b3 3.9s, Eb:min 1.5s, Eb:maj 4.2s, Eb:min 1.4s, C:min/b3 4.0s, Eb:min 2.3s, B:maj/3 2.2s, D:maj 2.8s, C:min 4.2s, Eb:min 1.3s, C:min 4.3s, Eb:min 0.4s"
79344,"N 0.8s, C:min 34.1s, C:min/b7 4.0s, C:min 2.2s, N 19.0s"
79363,"N 1.0s, D:maj 8.5s, G:maj 8.4s, D:maj 8.9s, G:maj 8.6s, D:maj 8.8s, G:maj 8.5s, D:maj 7.3s"
79364,"N 2.7s, E:maj 1.6s, A:maj 1.8s, E:maj 17.1s, A:maj/3 1.4s, D:maj 0.8s, A:maj/5 1.1s, E:maj 13.1s, A:maj/3 3.5s, E:maj 4.2s, A:maj 4.1s, E:maj 4.1s, A:maj 4.1s, E:maj 0.5s"
79365,"N 3.3s, D:maj 4.6s, G:maj 4.9s, D:maj 3.5s, G:maj 4.8s, D:maj 3.8s, G:maj 4.8s, D:maj 3.8s, G:maj 4.3s, B:min 4.2s, D:maj 4.4s, B:min 4.1s, D:maj 4.5s, G:maj 4.2s, A:sus4 0.9s"
79366,"N 0.7s, G:maj 10.1s, E:min 3.7s, C:maj 0.7s, G:maj 13.0s, D:maj/3 0.5s, E:min 2.8s, G:maj 14.7s, D:maj/3 0.6s, E:min 2.3s, G:maj/3 2.0s, G:maj 4.7s, C:maj 2.2s, G:maj 2.1s"
79367,"N 0.5s, B:maj 2.5s, F#:maj/3 1.9s, Ab:min 2.5s, E:maj 2.2s, B:maj 2.4s, F#:maj/3 2.1s, Ab:min 2.5s, E:maj 2.1s, B:maj 2.4s, F#:maj/3 2.2s, Ab:min 2.5s, E:maj 2.0s, B:maj 2.4s, F#:maj/3 2.3s, Ab:min 2.3s, E:maj 2.2s, F#:maj 2.3s, B:maj 2.3s, E:maj 4.1s, F#:maj 2.7s, B:maj 2.3s, E:maj 4.6s, B:maj 4.6s"
79368,"N 1.2s, E:maj 2.2s, B:maj/3 2.0s, C#:min 2.2s, E:maj/5 2.1s, A:maj 4.2s, E:maj 2.2s, B:maj/3 2.0s, C#:min 2.1s, E:maj/5 2.1s, A:maj 4.2s, E:maj 2.2s, B:maj 2.0s, C#:min 2.1s, E:maj/5 2.1s, A:maj 2.1s, A:maj/2 1.5s, B:maj 0.6s, E:maj 2.2s, B:maj/3 2.0s, C#:min 2.2s, E:maj/5 2.1s, A:maj 3.7s, B:maj 2.6s, E:maj/5 2.0s, A:maj 4.0s"
79369,"N 0.9s, E:maj 9.0s, A:maj 1.8s, B:maj 1.8s, E:maj 13.1s, A:maj 2.3s, B:maj 1.9s, E:maj 13.0s, A:maj 2.2s, B:maj 1.9s, E:maj 4.3s, A:maj 4.3s, E:maj 3.4s"
79372,"N 1.9s, E:min 5.2s, C:maj 3.3s, G:maj 1.8s, E:min 2.8s, G:maj 2.8s, C:maj 2.8s, G:maj 2.9s, E:min 2.9s, G:maj 2.8s, C:maj 2.8s, G:maj 2.9s, E:min 2.9s, D:maj 2.7s, C:maj 2.9s, G:maj 2.9s, E:min 2.8s, D:maj 2.8s, C:maj 2.8s, G:maj 2.8s, E:min 2.8s"
79604,"N 19.3s, F:min 8.0s, N 14.3s, F:min 4.8s, Ab:maj 1.3s, F:min 1.4s, Bb:min 2.9s, F:min 8.1s"
79731,"N 0.0s, B:min 2.5s, D:maj 1.4s, E:min7 1.9s, A:7 2.0s, E:min7 0.9s, A:maj 2.5s, D:maj 2.3s, G:maj 1.9s, E:min 1.9s, A:maj 2.0s, A:maj/5 1.8s, A:maj 1.9s, D:maj 2.1s, G:maj 1.5s, D:maj 2.6s, G:maj 4.9s, B:min 5.5s, D:maj 2.3s, E:min7 2.1s, A:7 1.8s, E:min7 1.9s, A:7 1.6s, D:maj 2.4s, G:maj 1.5s, E:min7 2.2s, A:maj 1.7s, E:min7 2.0s, A:7 0.8s"
79733,"N 17.9s, D:maj 42.1s"
79734,"N 14.4s, D:maj 6.4s, A:maj 4.9s, D:maj 6.2s, A:sus4 4.3s, D:maj/5 1.4s, D:maj 7.6s, D:maj/5 3.8s, D:maj 6.2s, A:sus4 4.2s, D:maj/5 0.7s"
79736,"N 1.9s, E:maj 3.0s, D:maj 1.2s, A:maj 2.8s, E:maj 1.6s, D:maj 1.3s, A:maj 2.7s, E:maj 1.9s, D:maj 0.9s, A:maj 2.7s, E:maj 1.9s, D:maj 1.0s, A:maj 2.8s, E:maj 1.9s, D:maj 0.7s, A:maj 3.5s, C:maj 0.8s, D:maj 1.6s, A:maj 3.5s, D:maj 2.3s, A:maj 2.2s, E:maj 2.0s, A:maj 4.1s, E:maj 1.6s, A:maj 4.0s, E:maj 1.5s, D:maj 1.3s, A:maj 2.6s, E:maj 0.7s"
79744,"N 3.5s, D:maj 30.1s, G:maj 3.6s, D:maj 3.4s, A:maj 1.9s, G:maj 2.0s, D:maj 15.5s"
79745,"N 2.1s, E:maj 5.0s, A:maj 6.6s, E:maj 1.9s, A:maj 3.6s, E:maj 4.2s, C#:min 1.2s, A:maj 6.1s, E:maj 2.5s, A:maj 3.9s, E:maj 4.1s, C#:min 1.2s, A:maj 7.0s, E:maj 1.5s, A:maj7 1.0s, A:maj 3.1s, E:maj 5.0s"
79746,"N 1.0s, Ab:maj 2.5s, C#:maj 4.6s, A:maj/3 3.7s, C#:maj 3.3s, Ab:maj 4.7s, C#:maj 3.4s, A:maj 0.6s, Ab:maj 3.5s, C#:maj 3.5s, Ab:maj 3.5s, E:maj 4.4s, A:maj 3.2s, E:maj 3.8s, C#:maj 1.9s, A:maj 1.4s, C#:maj 2.9s, A:maj 2.2s, C#:maj 5.2s, A:maj 0.7s"
79749,"N 1.9s, E:min 5.2s, C:maj 3.3s, G:maj 1.8s, E:min 2.8s, G:maj 2.8s, C:maj 2.8s, G:maj 2.9s, E:min 2.9s, G:maj 2.8s, C:maj 2.8s, G:maj 2.9s, E:min 2.9s, D:maj 2.7s, C:maj 2.9s, G:maj 2.9s, E:min 2.8s, D:maj 2.8s, C:maj 2.8s, G:maj 2.8s, E:min 2.8s"
79753,"N 0.9s, E:maj 9.0s, A:maj 1.8s, B:maj 1.8s, E:maj 13.1s, A:maj 2.3s, B:maj 1.9s, E:maj 13.0s, A:maj 2.2s, B:maj 1.9s, E:maj 4.3s, A:maj 4.3s, E:maj 3.4s"
79754,"N 1.2s, E:maj 2.2s, B:maj/3 2.0s, C#:min 2.2s, E:maj/5 2.1s, A:maj 4.2s, E:maj 2.2s, B:maj/3 2.0s, C#:min 2.1s, E:maj/5 2.1s, A:maj 4.2s, E:maj 2.2s, B:maj 2.0s, C#:min 2.1s, E:maj/5 2.1s, A:maj 2.1s, A:maj/2 1.5s, B:maj 0.6s, E:maj 2.2s, B:maj/3 2.0s, C#:min 2.2s, E:maj/5 2.1s, A:maj 3.7s, B:maj 2.6s, E:maj/5 2.0s, A:maj 4.0s"
79755,"N 0.5s, B:maj 2.5s, F#:maj/3 1.9s, Ab:min 2.5s, E:maj 2.2s, B:maj 2.4s, F#:maj/3 2.1s, Ab:min 2.5s, E:maj 2.1s, B:maj 2.4s, F#:maj/3 2.2s, Ab:min 2.5s, E:maj 2.0s, B:maj 2.4s, F#:maj/3 2.3s, Ab:min 2.3s, E:maj 2.2s, F#:maj 2.3s, B:maj 2.3s, E:maj 4.1s, F#:maj 2.7s, B:maj 2.3s, E:maj 4.6s, B:maj 4.6s"
79756,"N 0.7s, G:maj 10.1s, E:min 3.7s, C:maj 0.7s, G:maj 13.0s, D:maj/3 0.5s, E:min 2.8s, G:maj 14.7s, D:maj/3 0.6s, E:min 2.3s, G:maj/3 2.0s, G:maj 4.7s, C:maj 2.2s, G:maj 2.1s"
79757,"N 3.3s, D:maj 4.6s, G:maj 4.9s, D:maj 3.5s, G:maj 4.8s, D:maj 3.8s, G:maj 4.8s, D:maj 3.8s, G:maj 4.3s, B:min 4.2s, D:maj 4.4s, B:min 4.1s, D:maj 4.5s, G:maj 4.2s, A:sus4 0.9s"
79758,"N 1.0s, D:maj 8.5s, G:maj 8.4s, D:maj 8.9s, G:maj 8.6s, D:maj 8.8s, G:maj 8.5s, D:maj 7.3s"
79759,"N 2.7s, E:maj 1.6s, A:maj 1.8s, E:maj 17.1s, A:maj/3 1.4s, D:maj 0.8s, A:maj/5 1.1s, E:maj 13.1s, A:maj/3 3.5s, E:maj 4.2s, A:maj 4.1s, E:maj 4.1s, A:maj 4.1s, E:maj 0.5s"
79760,"N 2.4s, D:maj 7.6s, G:maj 1.9s, F:maj 1.6s, D:maj 5.0s, D:min 6.5s, G:maj 2.3s, F:maj 1.2s, D:min 11.6s, G:maj 1.9s, F:maj 1.5s, D:min 13.3s, E:min 1.9s, D:maj 1.4s"
79784,"N 51.0s, E:min 9.0s"
79799,N 60.0s
79895,"N 7.6s, A:min 9.7s, F:maj 18.2s, D:min 7.9s, D:min7 16.7s"
80000,"N 1.4s, G:maj 7.2s, G:maj/5 1.9s, A:min 2.0s, G:maj 11.0s, A:min 1.9s, G:maj 8.5s, D:maj 2.5s, A:min 1.8s, G:maj 2.1s, C:maj 2.1s, G:maj 4.3s, D:maj 2.3s, A:min 1.8s, G:maj 2.2s, C:maj 4.2s, F:maj 2.1s, C:maj 0.5s"
80001,"N 0.9s, D:maj 16.9s, F#:min 8.4s, G:maj 8.4s, D:maj 8.5s, F#:min 8.4s, G:maj 8.6s"
