id,key,chords
4689,Ab:major,"F:min 8.0s, C:min 4.0s, G:min 4.0s, Ab:maj 4.0s, Eb:maj 4.0s, C:min 4.0s, G:min 4.0s, Ab:maj 4.0s, Bb:maj 4.0s, F:min 4.0s, Db:maj 4.0s, Eb:maj 4.0s, Ab:maj 2.0s, Ab:maj 1.0s, G:min 1.0s, F:min 4.0s"
3077,G:major,"G:maj 0.5s, G:sus4 0.5s, G:maj 0.5s, G:sus4 0.5s, G:maj 1.0s, E:min 0.5s, C:maj(2) 0.2s, D:maj 0.2s, G:maj 0.5s, G:sus4 0.5s, G:maj 0.5s, G:sus4 0.5s, G:maj 1.0s, E:min 0.5s, C:maj(2) 0.2s, D:maj 0.2s, G:maj 1.5s, G:sus4 0.5s, G:maj 1.0s, D:maj 0.5s, C:maj(2) 0.2s, D:maj 0.2s, G:maj 1.5s, G:sus4 0.5s, G:maj 1.0s, E:min 0.5s, C:maj(2) 0.2s, D:maj 0.2s, G:maj 0.8s, D:maj 0.2s, G:maj 0.5s, G:sus4 0.5s, G:maj 1.0s, E:min 0.8s, D:maj 0.2s, G:maj 1.5s, G:sus4 0.5s, G:maj 1.0s, D:maj 0.8s, D:maj 0.2s, G:maj 1.5s, G:sus4 0.5s, G:maj 1.0s, D:maj 0.8s, D:maj 0.2s, G:maj 0.5s, C:maj(2) 1.5s, G:maj 1.0s, E:min 0.7s, D:maj 0.2s, G:maj 1.5s, G:sus4 0.5s, G:maj 1.0s, D:maj 0.8s, D:maj 0.2s, G:maj 1.5s, G:sus4 0.5s, G:maj 1.0s, D:maj 0.8s, D:maj 0.2s, G:maj 1.0s, D:maj 0.5s, C:maj(2) 0.2s, D:maj 0.2s, G:maj 0.5s"
1919,C:major,"C:maj 8.0s, F:maj 4.0s, C:maj 2.0s, F:maj 1.0s, C:maj 9.0s, F:maj 4.0s, C:maj 2.0s, F:maj 1.0s, C:maj 1.0s, F:maj 4.0s, F:min 4.0s, C:maj 7.0s, G:7 1.0s, C:maj 2.0s, F:maj 2.0s, D:min7 6.0s, C:maj 2.0s"
5640,C:major,"G:maj 2.0s, C:maj 2.0s, G:maj 2.0s, C:maj 2.0s, G:maj 2.0s, C:maj 8.0s, G:maj 2.0s, C:maj 2.0s, G:maj 2.0s, C:maj 2.0s, G:maj 4.0s, D:maj 4.0s, C:maj 2.0s, G:maj 2.0s, D:maj 4.0s, C:maj 2.0s, G:maj 4.0s, C:maj 2.0s, G:maj 6.0s, C:maj 4.0s"
856,F:major,"F:maj 3.5s, E:7 0.5s, Bb:maj 1.0s, F:maj 6.5s, D:7 0.5s, G:maj 7.0s, C:7 0.5s, Bb:maj 0.5s, G:maj 1.0s, C:7 7.0s, F:maj 7.5s, E:7 0.5s, Bb:maj 1.0s, F:maj 2.0s, F:7 1.0s, D:7 1.0s, G:maj 0.5s, D:7 2.5s, G:maj 6.0s, G:maj 1.0s, C:7 1.0s, F:maj 0.8s, F:7 1.2s, G:maj 1.0s, D:7 1.0s, G:maj 2.0s, Bb:maj 2.0s"
457,Eb:major,"Eb:maj 1.0s, Bb:(3,#5,b7) 0.5s, Bb:min9 1.0s, Eb:9 0.5s, Ab:maj 1.5s, Db:9 1.5s, C:min7 1.0s, Gb:(3,5,b7,9,11,13) 0.5s, F:7 1.5s, Bb:7 1.0s, Bb:(3,#5,b7) 0.5s, Eb:maj 1.0s, Bb:sus4(7,13) 0.5s, Eb:maj 1.2s, Bb:(3,#5,b7) 0.2s, Bb:min9 1.0s, Eb:9 0.5s, Ab:maj 1.5s, Db:9 1.5s, C:min7 0.5s, Gb:(3,5,b7,9,11,13) 0.5s, F:7 2.0s, Bb:7 1.0s, Bb:(3,#5,b7) 0.5s, Eb:maj 1.5s, G:min 1.5s, E:hdim7 1.5s, A:hdim7 3.0s, D:7 3.0s, G:min7 1.2s, C:7 0.2s, F:min 1.0s, Bb:7 0.5s, Eb:maj 1.0s, Bb:(3,#5,b7) 0.5s, Bb:min9 1.0s, Eb:9 0.5s, Ab:maj7 1.5s, Ab:min6 1.5s, G:min7 0.5s, C:min7 1.0s, F:7 1.5s, Bb:7 1.0s, Bb:(3,#5,b7) 0.5s, Eb:maj 1.5s, Eb:maj 1.0s, Bb:(3,#5,b7) 0.5s, Bb:min9 1.0s, Eb:9 0.5s, Ab:maj 1.5s, Db:9 1.5s, C:min7 1.0s, Gb:(3,5,b7,9,11,13) 0.5s, F:7 1.5s, Bb:7 1.0s, Bb:(3,#5,b7) 0.5s, Eb:maj 1.0s, Bb:sus4(7,13) 0.5s"
2214,C:major,"C:maj 6.0s, D:min7 2.0s, G:maj 4.0s, C:maj 4.0s, E:maj 4.0s, B:7 4.0s, G:maj 2.0s, A:min7 1.0s, D:7 1.0s, D:min 2.0s, G:7 2.0s, C:maj 6.0s, F:maj 2.0s, D:min 2.0s, A:7 2.0s, D:min 2.5s, D:min7 1.5s, F:maj 1.0s, F:min 1.0s, E:min 2.0s, F:maj 1.0s, F:min 1.0s, C:maj 4.0s, G:7 2.0s"
4601,Bb:major,"Bb:maj 2.0s, D:7 2.0s, Eb:maj6 2.5s, D:dim 0.5s, C:min7 0.5s, D:dim 0.5s, C:min7 1.0s, F:9 1.0s, F:7 2.0s, Bb:dim 0.3s, Bb:maj 1.7s, C:min7 1.0s, F:9 1.0s, Bb:maj 2.0s, D:7 2.0s, Eb:maj6 2.5s, D:dim 0.5s, C:min7 0.5s, D:dim 0.5s, C:min7 1.0s, F:9 1.0s, C:min7 1.0s, F:9 1.0s, Bb:maj 1.0s, Eb:maj6 1.0s, Bb:maj 2.0s, Gb:maj 2.0s, B:maj 0.5s, Gb:maj 1.5s, Ab:min7 1.0s, Db:7 1.0s, Ab:min7 1.0s, Db:7 1.0s, Gb:maj 2.0s, G:min7 1.0s, C:9 1.0s, C:min7 1.0s, F:7 0.5s, C:min7 0.5s, F:(3,#5,b7) 2.0s, Bb:maj 2.0s, D:7 2.0s, Eb:maj6 2.5s, D:dim 0.5s, C:min7 0.5s, D:dim 0.5s, C:min7 1.0s, F:9 1.5s, F:7 0.5s, C:min7 0.5s, F:7 0.5s"
3837,C:major,"C:maj 2.0s, F:maj 2.0s, G:maj 2.0s, E:7 2.0s, A:min 3.0s, G:maj 1.0s, F:maj 4.0s, C:maj 2.0s, F:maj 2.0s, G:maj 2.0s, E:7 2.0s, A:min 3.0s, C:7 1.0s, F:maj 4.0s, D:min 4.0s, G:7 4.0s, A:min 4.0s, G:maj 4.0s, C:maj 5.0s, F:maj 1.0s, G:maj 2.0s, A:min 3.0s, G:maj 1.0s"
4471,C:major,"D:min9 2.0s, G:7 2.0s, A:min 4.0s, D:min9 2.0s, G:7 2.0s, A:min 4.0s, D:min9 2.0s, G:7 2.0s, A:min 4.0s, F:maj 2.0s, G:7 2.0s, C:maj 4.0s, Bb:maj 8.0s, D:min 4.0s, G:7 8.0s, D:min 8.0s"
5787,F:major,"F:maj 2.0s, Ab:dim7 2.0s, G:min7 1.5s, C:7 2.5s, F:maj 2.0s, Ab:dim7 2.0s, G:min7 1.5s, C:7 2.5s, F:7 4.0s, Bb:7 4.0s, Eb:7 4.0s, Ab:7 2.0s, C:7 2.0s, F:maj 2.0s, Ab:dim7 2.0s, G:min7 1.5s, C:7 2.5s, F:maj 2.0s, Ab:dim7 2.0s, G:min7 1.5s, C:7 2.5s, C:min7 1.5s, F:7 2.5s, Bb:maj 1.5s, Bb:min 2.5s, F:maj 1.0s, D:min 1.0s, G:7 0.5s, C:7 1.5s"
5397,D:major,"D:maj 2.0s, A:maj 4.0s, G:maj 2.0s, A:maj 2.0s, D:maj 2.0s, G:maj 1.0s, A:maj 1.0s, D:maj 4.0s, G:maj 4.0s, A:maj 6.0s, G:maj 1.0s, A:maj 1.0s, G:maj 2.0s, A:maj 2.0s, D:maj 2.0s, G:maj 2.0s, A:maj 2.0s, G:maj 2.0s, D:maj 2.0s, G:maj 1.0s, A:maj 1.0s, D:maj 2.0s, D:maj 2.0s, A:maj 4.0s, G:maj 2.0s, A:maj 2.0s, D:maj 2.0s"
3774,C:major,"D:min7 1.0s, G:7 1.0s, E:min7 1.0s, A:(3,#5,b7) 1.0s, D:min7 1.0s, G:7(b9) 1.0s, C:maj7 1.0s, C:7 1.5s, G:min7 0.5s, F:min7 1.0s, Bb:7 1.0s, C:maj7 1.0s, Eb:dim7 1.0s, D:min7 1.0s, G:7 1.0s, C:maj7 1.0s, E:hdim7 1.0s, D:min7 1.0s, G:7 1.0s, E:hdim7 1.0s, A:7(b9) 1.0s, D:min7 1.0s, G:7(b9) 1.0s, C:maj7 1.0s, C:7 1.5s, G:min7 0.5s, F:maj7 1.0s, Bb:7 1.0s, C:maj7 1.0s, Eb:dim7 1.0s, D:7 0.7s, D:min7 0.7s, G:7 0.7s, C:maj 0.7s, G:min7 0.7s, C:7 0.7s, F:maj7 1.0s, F#:dim7 1.0s, C:maj/5 0.5s, A:7 1.5s, D:min7 1.5s, G:7 0.5s, C:maj7 2.0s, B:hdim7 1.0s, E:7 1.0s, A:min7 2.0s, D:7 2.0s, D:min7 1.0s, G:7 1.0s, D:min7 1.0s, G:7 1.0s, E:min7 1.0s, A:7(b9) 1.0s, D:min7 1.0s, G:7(b9) 1.0s, C:maj7 1.0s, C:7 1.5s, G:min7 0.5s, F:maj7 1.0s"
2437,G:major,"B:7 1.0s, E:7 1.0s, A:7 1.0s, D:7 1.0s, G:7 1.0s, C:7 1.0s, A:7 1.0s, A:7(b9) 1.0s, G:maj/5 2.0s, A:min 1.0s, G:maj/3 1.0s, C:maj6 0.2s, G:maj/3 0.8s, Bb:dim7 0.5s, A:min7 0.5s, G:maj 2.0s, B:7 1.0s, E:7 1.0s, A:7 1.0s, D:7 1.0s, G:7 1.0s, C:7 1.0s, A:7 1.0s, A:7(b9) 1.0s, G:maj/5 2.0s, A:min7 1.0s, G:maj/3 1.0s, C:maj6 0.2s, G:maj/3 0.8s, Bb:dim7 0.5s, A:min7 0.5s, G:maj 2.0s, E:min 2.0s, C:9 2.0s, E:min7 2.0s, A:7 2.0s, D:min 1.0s, D:min/b3 1.0s, A:7/5 1.0s, A:7 1.0s, A:min7 2.0s, D:(3,#5,b7) 1.0s, D:(3,#5,b7)/b7 1.0s, B:7 1.0s, E:7 1.0s, A:7 0.5s, D:7 1.5s, G:7 1.0s, C:7 1.0s, A:7 1.0s, A:7(b9) 1.0s, G:maj/5 2.0s, A:min7 1.0s, G:maj/3 1.0s"
1941,F:major,"F:maj7 4.0s, G:min7 4.0s, C:7 4.0s, F:maj7 2.0s, G:min7 1.0s, C:7 1.0s, F:maj7 4.0s, G:min7 4.0s, C:7 4.0s, F:maj7 2.0s, Bb:hdim7 1.0s, E:7 1.0s, A:min7 1.0s, E:min7 1.0s, A:min7 3.0s, E:min7 1.0s, A:min7 1.5s, Bb:7 0.5s, C:maj7 1.0s, Bb:7 1.0s, C:maj7 1.0s, G:7 1.0s, G:min7 2.0s, C:(3,#5,b7) 2.0s, F:maj7 4.0s, G:min7 8.0s"
6276,C:major,"G:7 0.5s, C:maj 2.0s, G:min7 1.0s, C:9 1.0s, D:min7 4.0s, Bb:9 2.0s, D:min7 1.0s, G:7 1.0s, C:maj 1.0s, A:min7 1.0s, D:min7 1.0s, G:7 1.0s, C:maj 2.0s, C:maj 2.0s, G:min7 1.0s, C:7 1.0s, G:min7 1.0s, C:7 1.0s, D:min7 1.0s, F:maj7 3.0s, A:min7 1.0s, D:7 1.0s, A:min7 1.0s, D:7 1.0s, D:min7 2.0s, G:7 2.0s, C:maj 1.0s, D:min7 1.0s, C:maj 2.0s"
3640,Eb:major,"G:min 2.0s, Ab:maj 2.0s, Bb:7 2.0s, Eb:maj/3 2.0s, F:min7 2.0s, Eb:maj/5 2.0s, Bb:7 2.0s, Eb:maj 4.0s, C:min 2.0s, G:min/b3 2.0s, Ab:maj 2.0s, Eb:maj/5 2.0s, F:min 2.0s, Eb:maj/5 1.0s, Bb:7 1.0s, Eb:maj 1.0s, G:min 1.0s, D:7/3 1.0s, G:min 1.0s, Ab:maj6 1.0s, Bb:7 1.0s, C:min 2.0s, Ab:maj 2.0s, Eb:maj/5 1.5s, Bb:7 0.5s, Eb:maj 2.0s, G:min 2.4s, Ab:maj 1.6s, Bb:7 2.4s, Eb:maj/3 1.6s, F:min 2.0s, Eb:maj/5 2.0s, Bb:7 2.4s, Eb:maj 1.6s"
5113,F:major,"F:maj 2.0s, A:min 2.0s, D:min 4.0s, G:min 2.0s, C:7 2.0s, D:min 1.0s, G:7 1.0s, C:7 2.0s, F:maj 2.0s, A:min 2.0s, D:min 4.0s, G:min 2.0s, C:7 2.0s, Db:7 1.0s, F:maj 0.5s, C:7 0.5s, F:maj 0.5s, Db:maj 0.5s, Ab:maj 0.5s, C:7 0.5s, F:maj 2.0s, A:min 2.0s, D:min 4.0s, G:min 2.0s, C:7 2.0s, A:min 0.5s, A:min7 0.5s, G:7 1.0s, C:7 0.5s, G:min6 0.5s, C:7 1.0s, F:maj 2.0s, A:min 2.0s, D:min 4.0s, G:min 1.5s, G:dim 0.5s, C:7 2.0s"
5443,C:major,"G:maj 12.0s, D:maj 4.0s, C:maj 8.0s, G:maj 4.0s, D:maj 4.0s, C:maj 2.0s, G:maj 2.0s, C:maj 2.0s, A:maj 2.0s, D:7 4.0s, G:maj 8.0s, D:7 4.0s, G:maj 4.0s"
3868,D:major,"B:min 1.5s, A:maj 0.5s, B:min 2.0s, E:min 1.5s, G:maj 0.5s, F#:7 2.0s, B:min 2.0s, G:maj 2.0s, F#:min 2.0s, E:min 1.0s, A:sus4(7) 1.0s, D:dim 0.5s, D:(3,5,7,9,11,13) 1.5s, G:7 1.5s, F#:7 0.5s, B:min 6.0s, F#:(b3,*5,b7)/b7 0.8s, F#:(b3,*5,b7)/b7 0.8s, F#:(b3,*5,b7)/b7 0.5s, F#:(b3,*5,b7)/b7 1.0s, B:(*3,5,9) 0.8s, B:(*3,5,9) 2.2s, B:(*3,5,9) 1.5s, F#:(3,*5)/3 0.5s, G:maj7 1.0s, G:maj7 3.0s, F#:7 1.0s, F#:7 3.0s, E:min7 1.0s, E:min7 1.0s, A:7(b9) 1.0s, A:7(b9) 1.0s, D:maj7 1.0s, D:maj7 3.0s, C#:7 1.0s, C#:7 1.0s, F#:7 1.0s, F#:7 1.0s, B:maj 1.0s, B:maj 5.0s"
4016,C:major,"F:maj 4.0s, G:7 4.0s, C:7 4.0s, Bb:maj 2.0s, F:maj 6.0s, G:7 4.0s, C:7 4.0s, Bb:maj 2.0s, F:maj 6.0s, G:7 4.0s, C:7 4.0s, Bb:maj 2.0s, F:maj 4.0s, F:maj 4.0s, G:7 4.0s, C:7 2.0s"
1502,G:major,"G:maj 2.0s, E:min 2.0s, C:maj7 2.0s, D:7 2.0s, G:maj 2.0s, E:min 2.0s, D:maj 2.0s, D:7 2.0s, G:maj 2.0s, E:min 2.0s, C:maj7 2.0s, D:7 2.0s, G:maj 2.0s, E:min 2.0s, B:min 2.0s, D:maj 1.5s, D:7 0.5s, G:maj 2.0s, D:maj6/3 2.0s, E:min7 2.0s, G:maj7 2.0s, A:min/b3 2.0s, D:7 2.0s, G:maj 4.0s, C:maj 2.0s, D:maj 2.0s, C:maj 2.0s, Bb:maj 2.0s, C:maj 2.0s, D:maj 2.0s"
3192,C:major,"C:maj 2.0s, G:7 1.0s, C:maj 3.0s, G:maj 2.0s, F:maj 1.0s, C:maj 5.0s, G:maj 2.0s"
821,Eb:major,"D:7 1.0s, G:7 0.7s, G:7 0.3s, C:min 0.4s, C:min 2.2s, F:7 1.0s, Bb:7 0.8s, Eb:maj7 2.2s, D:7 1.0s, G:7 0.7s, G:7 0.3s, C:min 0.4s, C:min 2.2s, Ab:7 2.0s, G:7 2.0s, D:7 1.0s, G:7 0.7s, G:7 0.3s, C:min 0.4s, C:min 2.2s, F:7 1.0s, Bb:7 0.8s, Eb:maj7 2.2s, D:7 1.0s, G:7 0.7s, G:7 0.3s, C:min 0.4s, C:min 2.2s, Ab:7 3.0s, G:7 1.0s, G:7 1.0s, C:7 1.0s, F:7 1.0s, Bb:7 1.0s, Eb:7 1.0s, Ab:7 1.0s, Db:7 2.0s, F:7 1.0s, Bb:7 1.0s, Eb:7 1.0s, Ab:7 1.0s, Db:7 1.0s, Gb:7 0.8s, G:7 2.2s, D:7 1.0s, G:7 0.7s, G:7 0.3s, C:min 0.4s, C:min 2.2s, F:7 1.0s, Bb:7 0.8s, Eb:7 2.3s, D:7 0.7s"
5088,Eb:major,"C:min6 2.0s, Ab:7 2.0s, C:min6 2.0s, C:min7 2.0s, C:maj7 2.0s, F:maj7 2.0s, C:maj7 1.0s, A:7(b9) 1.0s, D:min7 1.5s, G:(3,5,b7,9,11,13) 0.5s, C:min6 2.0s, Ab:7 2.0s, C:min6 2.0s, C:min7 2.0s, C:maj7 2.0s, F:maj7 2.0s, C:maj7 1.0s, A:7(b9) 1.0s, D:min7 1.5s, G:(3,5,b7,9,11,13) 0.5s, C:7 8.0s, D:7 6.0s, G:7 2.0s, C:min6 2.0s, Ab:7 2.0s, C:min6 2.0s, C:min7 2.0s, C:maj7 2.0s, F:maj7 2.0s"
4282,Bb:major,"Bb:(*3,*5) 2.0s, Eb:(*3,*5) 2.0s, F:(*3,*5) 2.0s, Bb:(*3,*5) 4.0s, Eb:(*3,*5) 2.0s, Bb:(*3,*5) 1.0s, F:maj 1.0s, Bb:(*3,*5) 3.0s, Eb:(*3,*5) 1.0s, F:maj 1.0s, Bb:(*3,*5) 1.0s, G:maj 1.0s, Eb:(*3,*5) 1.0s, F:(*3,*5) 1.0s, F:maj 1.0s, Bb:(*3,*5) 1.0s, F:(*3,*5) 1.0s, Eb:(*3,*5) 1.0s, C:maj 1.0s, F:maj 2.0s, Bb:(*3,*5) 3.0s, Eb:(*3,*5) 1.0s, F:maj 1.0s, Bb:(*3,*5) 1.0s, G:maj 1.0s, Eb:(*3,*5) 1.0s, F:(*3,*5) 1.0s, F:maj 1.0s, Bb:(*3,*5) 1.0s, F:(*3,*5) 1.0s, Eb:(*3,*5) 1.0s, C:maj 1.0s, F:maj 2.0s, Bb:(*3,*5) 6.0s, Eb:(*3,*5) 2.0s, F:maj 2.0s, Bb:(*3,*5) 4.0s"
5514,C:minor,"C:min7 2.0s, D:dim7 1.0s, G:7 1.0s, C:min7 2.0s, F:min7 2.0s, C:min7 2.0s, D:dim7 1.0s, G:7(b9) 1.0s, C:min7 2.0s, D:dim7 1.0s, G:7 1.0s, C:min7 2.0s, D:dim7 1.0s, G:7 1.0s, C:min7 2.0s, F:min7 2.0s, C:min7 2.0s, D:dim7 1.0s, G:7(b9) 1.0s, C:min7 2.0s, F:min7 1.0s, Bb:7 1.0s, Eb:maj7 3.0s, F:min7 1.0s, C:7(b9) 2.0s, C:7(b9) 2.0s, F:min7 6.0s, G:7(b9) 2.0s, C:min7 2.0s, D:dim7 1.0s, G:7 1.0s, C:min7 2.0s, F:min7 2.0s, C:min7 2.0s, D:7(b5) 1.0s, G:7(b9) 1.0s"
3431,F:major,"F:maj 4.0s, C:7 8.0s, F:maj 4.0s, A:hdim7 1.0s, D:7 1.0s, A:hdim7 1.0s, D:7 1.0s, G:min 4.0s, G:7 4.0s, C:7 4.0s, F:maj 4.0s, C:7 8.0s, F:maj 4.0s, A:hdim7 1.0s, D:7 1.0s, A:hdim7 1.0s, D:7 1.0s, G:min 2.0s, B:dim7 2.0s, C:7 4.0s"
2788,C:major,"C:maj 1.5s, F:maj 0.5s, C:maj 1.5s, F:maj 0.5s, C:maj 0.5s, F:maj 1.5s, C:maj 3.5s, F:maj 0.5s, C:maj 0.5s, F:maj 1.5s, D:min 2.0s, G:7 2.0s, C:maj 1.5s, F:maj 0.5s, C:maj 0.5s, F:maj 1.5s, C:maj 0.5s, F:maj 1.5s, C:maj 3.5s, F:maj 0.5s, C:maj 1.5s, F:maj 0.5s, C:maj 2.0s, F:maj 2.0s, C:maj 1.0s, D:min 1.0s, E:min 1.0s, F:maj 1.0s, C:maj 0.5s, D:min 1.5s, E:min 1.5s, F:maj 0.5s, C:maj 0.5s, D:min 1.5s, E:min 1.0s, F:maj 1.0s, D:min 2.0s, G:7 2.0s, C:maj 1.0s, D:min7 1.0s, E:min 1.0s, F:maj 1.0s, C:maj 1.0s, D:min 1.0s, E:min 1.0s, F:maj 1.0s, C:maj 0.5s, D:min 1.5s, E:min 1.0s, F:maj 1.0s"
4356,C:major,"G:maj 4.0s, C:maj 1.0s, G:maj 1.0s, D:maj 1.0s, G:maj 1.0s, G:maj 4.0s, C:maj 1.0s, G:maj 1.0s, D:maj 1.0s, G:maj 1.0s, G:maj 3.0s, D:maj 4.0s, G:maj 4.0s, C:maj 3.0s, D:maj 1.0s, G:maj 1.0s, C:maj 2.0s, G:maj 2.0s, D:maj 2.0s, G:maj 2.0s, C:maj 2.0s, G:maj 2.0s, D:maj 1.0s, G:maj 2.0s"
3345,G:major,"A:min7 0.5s, B:min7 0.5s, E:min 0.5s, B:min7 0.5s, A:min7 0.5s, B:min7 0.5s, E:min 0.5s, B:min7 0.5s, A:min7 0.5s, B:min7 0.5s, C:maj7 0.5s, D:maj 0.1s, B:min7 0.2s, Bb:min7 0.2s, A:min7 0.5s, B:min7 0.5s, C:maj7 0.5s, D:maj 0.1s, B:min7 0.2s, Bb:min7 0.2s, A:min7 0.5s, B:min7 0.5s, C:maj7 0.5s, D:maj 0.5s, E:min7 0.5s, G:maj/3 0.5s, D:maj 0.5s, D:sus4 0.2s, D:maj 0.2s, E:min7 0.5s, G:maj/3 0.2s, C:maj 0.2s, D:maj 0.5s, D:sus4 0.2s, D:maj 0.2s, E:min7 0.5s, G:maj/3 0.5s, D:maj 0.5s, D:sus4 0.2s, D:maj 0.2s, E:min 0.5s, G:maj/3 0.2s, C:maj 0.2s, D:maj 0.5s, B:min7 0.5s, E:min 0.5s, G:maj/3 0.2s, C:maj 0.2s, D:maj 1.0s"
2826,E:minor,"E:min 0.2s, B:min 0.3s, E:min 0.5s, E:min 0.2s, B:min 0.2s, E:min 0.5s, G:maj 1.0s, E:min 0.2s, B:min 0.5s, E:min 0.2s, G:maj 1.0s, E:min 0.2s, B:min 0.2s, E:min 0.5s"
2978,C:major,"F:maj 1.0s, Bb:maj 1.0s, F:maj 1.0s, Bb:maj 1.0s, F:maj 1.0s, C:7 1.0s, F:maj 3.0s, Bb:maj 1.0s, F:maj 1.0s, Bb:maj 1.0s, F:maj 1.0s, C:7 1.0s, F:maj 4.0s, D:min 2.0s, C:maj 1.0s, G:7 1.0s, C:maj 2.0s, F:maj 1.0s, Bb:maj 1.0s, F:maj 1.0s, Bb:maj 1.0s, F:maj 1.0s, C:7 1.0s, F:maj 3.0s, Bb:maj 1.0s, F:maj 1.0s, Bb:maj 1.0s, F:maj 1.0s, C:7 1.0s, F:maj 3.0s, Bb:maj 1.0s, F:maj 1.0s, Bb:maj 1.0s, F:maj 1.0s, C:7 1.0s, F:maj 4.0s, D:min 2.0s, C:maj 1.0s, G:7 1.0s, C:maj 2.0s, F:maj 1.0s, Bb:maj 1.0s, F:maj 1.0s, Bb:maj 1.0s"
4281,C:minor,"E:7(b5) 2.0s, Eb:7(b5) 2.0s, D:7 2.0s, G:7(#9) 2.0s, C:min7 2.0s, F:7 2.0s, C:min7 2.0s, F:7 2.0s, Db:maj7 0.8s, Db:dim7 1.2s, C:min7 0.8s, C:dim7 1.2s, E:7(b5) 0.8s, Eb:7(b5) 1.2s, Ab:7 1.0s, G:7(#9) 1.0s, C:min7 2.0s, F:7 2.0s, C:min7 2.0s, F:7 2.0s, Db:maj7 0.8s, Db:dim7 1.2s, C:min7 0.8s, C:dim7 1.2s, E:7(b5) 0.8s, Eb:7(b5) 1.2s, Ab:7 1.0s, G:7(#9) 1.0s, F:min7 1.0s, Bb:min7 1.0s, Bb:min7(b5) 1.0s, Eb:7(b9) 1.0s, Ab:maj7 2.0s, G:min7 2.0s, Ab:maj7 2.0s, G:min7 2.0s, F:min7 0.8s, Bb:(3,5,b7,9,11,13) 1.2s, Eb:maj7 2.0s, D:7 0.8s, D:7(b5) 1.2s, G:7 2.0s"
1928,C:major,"A:min 4.0s, A:min7 2.0s, A:min6 2.0s, A:min 1.0s, A:min6 1.0s, A:min7 1.0s, A:min6 1.0s, Bb:9 1.0s, Bb:maj6 1.0s, Bb:aug 1.5s, Bb:7 0.5s, G:min 2.0s, E:hdim7 1.0s, A:7(b9) 1.0s, D:min 4.0s, G:7 2.0s, G:(3,#5,b7) 2.0s, C:maj7 2.0s, B:hdim7 1.0s, E:7(b9) 1.0s, A:min 4.0s, A:min7 2.0s, A:min6 2.0s, A:min 1.0s, A:min6 1.0s, A:min7 1.0s, A:min6 1.0s, Bb:9 1.0s, Bb:maj6 1.0s, Bb:aug 1.5s, Bb:7 0.5s, G:min 2.0s, E:hdim7 1.0s, A:7(b9) 1.0s, D:min 4.0s, G:7 2.0s, G:(3,#5,b7) 2.0s"
1553,Eb:major,"Eb:maj 4.5s, Ab:min 1.5s, Eb:maj 4.5s, E:maj 1.5s, F:min 3.0s, F:min7 3.0s, Bb:7 3.0s, F:min 1.5s, Bb:7 1.5s, Eb:maj 1.5s, C:min7 1.5s, F:min7 1.5s, Bb:7 1.5s, Eb:maj 4.5s, Ab:min 1.5s, Eb:maj 4.5s, E:maj 1.5s, F:min 3.0s, F:min7 3.0s, Bb:7 3.0s, F:min 1.5s, Bb:7 1.5s, Eb:maj 1.5s, Gb:maj 1.5s, F:min7 1.5s, Bb:7 1.5s"
1824,A:major,"A:maj6 2.0s, B:min/b7 0.5s, A:maj 0.5s, G#:maj/b6 0.5s, A:maj/5 0.5s, B:min7 2.0s, D#:maj/b7 0.5s, E:maj/b7 1.5s, D:maj 3.0s, E:7 1.0s, A:maj 2.0s, A:maj6 1.0s, D:maj/9 0.5s, E:7 0.5s, A:maj 1.0s, A:maj7 1.0s, A:7 2.0s, D:maj 2.0s, D:min6 2.0s, A:maj/5 2.0s, D:maj/9 0.5s, A:maj/5 0.5s, B:7 1.0s, B:min7/4 2.0s, E:7 2.0s, A:maj 2.0s, B:min/b7 0.5s, A:maj 0.5s, G#:maj/b6 0.5s, A:maj/5 0.5s, B:min7 2.0s, D#:maj/b7 0.5s, E:maj/b7 1.5s, D:maj 3.0s, E:7 1.0s, A:maj 3.0s, D:maj/9 0.5s, E:7 0.5s, A:maj 1.0s, A:maj7 1.0s, A:7 2.0s, D:maj 2.0s, D:min 2.0s, A:maj/5 1.0s, E:dim7 1.0s, D:maj/9 1.0s, E:7 1.0s"
4542,Bb:major,"Bb:maj 2.0s, C:min7 1.0s, F:7 1.0s, D:min7 1.2s, G:7 0.8s, C:min7 1.0s, F:7 1.0s, Bb:7 2.0s, Eb:7 2.0s, D:min7 1.0s, G:7 1.0s, C:min7 1.0s, F:7 3.2s, Bb:maj 3.8s, D:7 4.0s, G:7 4.0s, C:7 4.0s, F:7 4.2s, Bb:maj 1.8s, C:min7 1.0s, F:7 1.0s, Bb:maj 1.2s, G:7 0.8s, C:min7 1.0s, F:7 1.0s, Bb:7 2.0s, Eb:7 2.2s, Bb:maj 3.8s, Bb:maj 6.0s"
