track_id,chroma_activations
75232,"C:0.094, C#:0.065, D:0.059, D#:0.083, E:0.155, F:0.078, F#:0.063, G:0.048, G#:0.034, A:0.042, A#:0.079, B:0.200"
75233,"C:0.099, C#:0.336, D:0.082, D#:0.033, E:0.081, F:0.016, F#:0.033, G:0.045, G#:0.044, A:0.091, A#:0.037, B:0.101"
75234,"C:0.047, C#:0.071, D:0.063, D#:0.046, E:0.065, F:0.065, F#:0.137, G:0.094, G#:0.153, A:0.094, A#:0.062, B:0.102"
75238,"C:0.049, C#:0.050, D:0.055, D#:0.138, E:0.052, F:0.080, F#:0.140, G:0.062, G#:0.057, A:0.128, A#:0.112, B:0.078"
75244,"C:0.091, C#:0.062, D:0.070, D#:0.151, E:0.122, F:0.091, F#:0.056, G:0.031, G#:0.023, A:0.037, A#:0.103, B:0.162"
75265,"C:0.147, C#:0.120, D:0.060, D#:0.078, E:0.049, F:0.126, F#:0.067, G:0.077, G#:0.089, A:0.051, A#:0.068, B:0.069"
75267,"C:0.152, C#:0.047, D:0.066, D#:0.030, E:0.074, F:0.024, F#:0.083, G:0.088, G#:0.026, A:0.079, A#:0.051, B:0.280"
75268,"C:0.059, C#:0.063, D:0.234, D#:0.046, E:0.062, F:0.078, F#:0.027, G:0.063, G#:0.034, A:0.185, A#:0.117, B:0.032"
75269,"C:0.234, C#:0.075, D:0.074, D#:0.072, E:0.020, F:0.021, F#:0.044, G:0.102, G#:0.150, A:0.050, A#:0.054, B:0.104"
75270,"C:0.109, C#:0.080, D:0.019, D#:0.078, E:0.170, F:0.039, F#:0.068, G:0.106, G#:0.046, A:0.022, A#:0.035, B:0.229"
75271,"C:0.076, C#:0.062, D:0.075, D#:0.169, E:0.060, F:0.047, F#:0.080, G:0.036, G#:0.046, A:0.061, A#:0.189, B:0.100"
75272,"C:0.043, C#:0.042, D:0.098, D#:0.107, E:0.290, F:0.095, F#:0.157, G:0.044, G#:0.027, A:0.020, A#:0.016, B:0.061"
75273,"C:0.023, C#:0.018, D:0.074, D#:0.061, E:0.219, F:0.043, F#:0.010, G:0.020, G#:0.039, A:0.389, A#:0.041, B:0.064"
75276,"C:0.037, C#:0.027, D:0.072, D#:0.066, E:0.466, F:0.046, F#:0.043, G:0.035, G#:0.014, A:0.015, A#:0.016, B:0.163"
75372,"C:0.059, C#:0.245, D:0.049, D#:0.026, E:0.018, F:0.023, F#:0.083, G:0.058, G#:0.157, A:0.100, A#:0.097, B:0.085"
75374,"C:0.031, C#:0.066, D:0.211, D#:0.089, E:0.108, F:0.075, F#:0.054, G:0.104, G#:0.077, A:0.096, A#:0.051, B:0.038"
75376,"C:0.044, C#:0.081, D:0.042, D#:0.050, E:0.069, F:0.105, F#:0.126, G:0.108, G#:0.183, A:0.107, A#:0.042, B:0.046"
75377,"C:0.042, C#:0.043, D:0.036, D#:0.050, E:0.103, F:0.129, F#:0.088, G:0.152, G#:0.134, A:0.098, A#:0.066, B:0.058"
75378,"C:0.292, C#:0.062, D:0.039, D#:0.038, E:0.015, F:0.019, F#:0.032, G:0.072, G#:0.088, A:0.058, A#:0.085, B:0.200"
75379,"C:0.048, C#:0.052, D:0.088, D#:0.077, E:0.055, F:0.101, F#:0.091, G:0.121, G#:0.100, A:0.125, A#:0.097, B:0.046"
75381,"C:0.055, C#:0.027, D:0.060, D#:0.040, E:0.134, F:0.085, F#:0.049, G:0.083, G#:0.075, A:0.137, A#:0.101, B:0.154"
75384,"C:0.077, C#:0.048, D:0.041, D#:0.039, E:0.035, F:0.049, F#:0.068, G:0.081, G#:0.098, A:0.118, A#:0.175, B:0.171"
75385,"C:0.057, C#:0.096, D:0.113, D#:0.107, E:0.091, F:0.106, F#:0.102, G:0.137, G#:0.090, A:0.044, A#:0.030, B:0.026"
75387,"C:0.039, C#:0.048, D:0.095, D#:0.339, E:0.124, F:0.062, F#:0.054, G:0.032, G#:0.020, A:0.036, A#:0.108, B:0.044"
75389,"C:0.050, C#:0.046, D:0.057, D#:0.169, E:0.186, F:0.126, F#:0.105, G:0.065, G#:0.066, A:0.056, A#:0.050, B:0.025"
75393,"C:0.060, C#:0.059, D:0.126, D#:0.062, E:0.149, F:0.047, F#:0.052, G:0.118, G#:0.053, A:0.102, A#:0.062, B:0.109"
75394,"C:0.027, C#:0.022, D:0.028, D#:0.043, E:0.030, F:0.043, F#:0.071, G:0.169, G#:0.288, A:0.155, A#:0.072, B:0.053"
75395,"C:0.044, C#:0.054, D:0.068, D#:0.076, E:0.098, F:0.090, F#:0.156, G:0.163, G#:0.106, A:0.066, A#:0.035, B:0.045"
75396,"C:0.063, C#:0.041, D:0.031, D#:0.023, E:0.032, F:0.029, F#:0.052, G:0.139, G#:0.219, A:0.194, A#:0.095, B:0.083"
75413,"C:0.084, C#:0.132, D:0.092, D#:0.074, E:0.064, F:0.041, F#:0.056, G:0.100, G#:0.134, A:0.090, A#:0.059, B:0.075"
75414,"C:0.106, C#:0.087, D:0.091, D#:0.092, E:0.081, F:0.077, F#:0.097, G:0.109, G#:0.077, A:0.065, A#:0.063, B:0.054"
75416,"C:0.031, C#:0.060, D:0.044, D#:0.058, E:0.085, F:0.192, F#:0.237, G:0.119, G#:0.064, A:0.041, A#:0.041, B:0.028"
75417,"C:0.066, C#:0.044, D:0.039, D#:0.043, E:0.044, F:0.073, F#:0.083, G:0.192, G#:0.214, A:0.101, A#:0.056, B:0.044"
75419,"C:0.055, C#:0.065, D:0.110, D#:0.044, E:0.034, F:0.031, F#:0.066, G:0.090, G#:0.086, A:0.144, A#:0.111, B:0.163"
75422,"C:0.034, C#:0.040, D:0.091, D#:0.141, E:0.102, F:0.100, F#:0.103, G:0.098, G#:0.087, A:0.073, A#:0.076, B:0.055"
75424,"C:0.024, C#:0.039, D:0.054, D#:0.074, E:0.330, F:0.189, F#:0.096, G:0.070, G#:0.045, A:0.036, A#:0.025, B:0.018"
75429,"C:0.067, C#:0.083, D:0.171, D#:0.055, E:0.046, F:0.050, F#:0.045, G:0.048, G#:0.084, A:0.158, A#:0.111, B:0.081"
75430,"C:0.117, C#:0.031, D:0.013, D#:0.017, E:0.043, F:0.120, F#:0.045, G:0.029, G#:0.055, A:0.205, A#:0.245, B:0.080"
75431,"C:0.032, C#:0.100, D:0.236, D#:0.046, E:0.062, F:0.106, F#:0.027, G:0.052, G#:0.070, A:0.142, A#:0.092, B:0.034"
75432,"C:0.020, C#:0.034, D:0.240, D#:0.042, E:0.097, F:0.129, F#:0.035, G:0.008, G#:0.019, A:0.269, A#:0.091, B:0.015"
75433,"C:0.039, C#:0.031, D:0.363, D#:0.025, E:0.030, F:0.073, F#:0.028, G:0.025, G#:0.033, A:0.171, A#:0.126, B:0.057"
75434,"C:0.040, C#:0.066, D:0.316, D#:0.082, E:0.050, F:0.105, F#:0.028, G:0.025, G#:0.025, A:0.174, A#:0.061, B:0.028"
75435,"C:0.018, C#:0.040, D:0.297, D#:0.047, E:0.049, F:0.308, F#:0.028, G:0.006, G#:0.019, A:0.122, A#:0.058, B:0.008"
75436,"C:0.039, C#:0.039, D:0.153, D#:0.065, E:0.037, F:0.169, F#:0.053, G:0.029, G#:0.036, A:0.173, A#:0.153, B:0.053"
75437,"C:0.031, C#:0.059, D:0.292, D#:0.062, E:0.033, F:0.132, F#:0.030, G:0.013, G#:0.029, A:0.181, A#:0.101, B:0.037"
75439,"C:0.013, C#:0.058, D:0.095, D#:0.040, E:0.032, F:0.123, F#:0.042, G:0.013, G#:0.014, A:0.290, A#:0.243, B:0.037"
75440,"C:0.065, C#:0.038, D:0.171, D#:0.041, E:0.042, F:0.275, F#:0.030, G:0.016, G#:0.025, A:0.123, A#:0.137, B:0.037"
75441,"C:0.020, C#:0.036, D:0.237, D#:0.015, E:0.074, F:0.144, F#:0.016, G:0.018, G#:0.050, A:0.312, A#:0.067, B:0.011"
75443,"C:0.035, C#:0.029, D:0.114, D#:0.029, E:0.080, F:0.082, F#:0.021, G:0.023, G#:0.044, A:0.257, A#:0.257, B:0.029"
75454,"C:0.124, C#:0.020, D:0.081, D#:0.019, E:0.224, F:0.045, F#:0.020, G:0.075, G#:0.025, A:0.264, A#:0.022, B:0.081"
75456,"C:0.151, C#:0.022, D:0.240, D#:0.018, E:0.061, F:0.105, F#:0.037, G:0.111, G#:0.017, A:0.191, A#:0.013, B:0.035"
75458,"C:0.106, C#:0.023, D:0.186, D#:0.019, E:0.138, F:0.066, F#:0.021, G:0.084, G#:0.023, A:0.235, A#:0.016, B:0.084"
75475,"C:0.122, C#:0.015, D:0.028, D#:0.027, E:0.203, F:0.205, F#:0.046, G:0.146, G#:0.024, A:0.087, A#:0.022, B:0.076"
75476,"C:0.071, C#:0.007, D:0.006, D#:0.013, E:0.113, F:0.434, F#:0.149, G:0.096, G#:0.086, A:0.009, A#:0.006, B:0.010"
75578,"C:0.035, C#:0.094, D:0.111, D#:0.089, E:0.144, F:0.064, F#:0.045, G:0.026, G#:0.058, A:0.200, A#:0.057, B:0.077"
75579,"C:0.042, C#:0.149, D:0.090, D#:0.026, E:0.166, F:0.039, F#:0.075, G:0.031, G#:0.027, A:0.186, A#:0.045, B:0.125"
75580,"C:0.029, C#:0.035, D:0.048, D#:0.135, E:0.121, F:0.049, F#:0.070, G:0.079, G#:0.121, A:0.056, A#:0.093, B:0.165"
75581,"C:0.110, C#:0.040, D:0.119, D#:0.051, E:0.050, F:0.022, F#:0.039, G:0.238, G#:0.081, A:0.103, A#:0.041, B:0.107"
75582,"C:0.190, C#:0.056, D:0.077, D#:0.043, E:0.057, F:0.088, F#:0.063, G:0.179, G#:0.057, A:0.087, A#:0.042, B:0.061"
75583,"C:0.139, C#:0.067, D:0.062, D#:0.055, E:0.108, F:0.125, F#:0.080, G:0.148, G#:0.076, A:0.045, A#:0.041, B:0.055"
75585,"C:0.041, C#:0.017, D:0.028, D#:0.041, E:0.119, F:0.125, F#:0.085, G:0.252, G#:0.200, A:0.033, A#:0.027, B:0.033"
75586,"C:0.106, C#:0.024, D:0.036, D#:0.036, E:0.119, F:0.109, F#:0.032, G:0.218, G#:0.079, A:0.124, A#:0.045, B:0.071"
75587,"C:0.038, C#:0.029, D:0.092, D#:0.042, E:0.013, F:0.108, F#:0.054, G:0.123, G#:0.023, A:0.170, A#:0.256, B:0.052"
75588,"C:0.266, C#:0.096, D:0.120, D#:0.065, E:0.057, F:0.062, F#:0.035, G:0.060, G#:0.048, A:0.051, A#:0.036, B:0.104"
75589,"C:0.124, C#:0.037, D:0.159, D#:0.066, E:0.085, F:0.046, F#:0.038, G:0.168, G#:0.038, A:0.132, A#:0.022, B:0.084"
75626,"C:0.038, C#:0.042, D:0.085, D#:0.125, E:0.112, F:0.053, F#:0.101, G:0.075, G#:0.055, A:0.105, A#:0.076, B:0.132"
75680,"C:0.081, C#:0.129, D:0.059, D#:0.084, E:0.116, F:0.084, F#:0.113, G:0.057, G#:0.074, A:0.037, A#:0.050, B:0.117"
75681,"C:0.063, C#:0.045, D:0.063, D#:0.097, E:0.159, F:0.087, F#:0.075, G:0.073, G#:0.078, A:0.082, A#:0.061, B:0.115"
75682,"C:0.077, C#:0.134, D:0.071, D#:0.122, E:0.069, F:0.059, F#:0.058, G:0.078, G#:0.147, A:0.066, A#:0.053, B:0.065"
75683,"C:0.100, C#:0.031, D:0.132, D#:0.024, E:0.089, F:0.053, F#:0.124, G:0.259, G#:0.061, A:0.063, A#:0.020, B:0.044"
75684,"C:0.143, C#:0.090, D:0.139, D#:0.060, E:0.064, F:0.046, F#:0.046, G:0.099, G#:0.068, A:0.095, A#:0.060, B:0.090"
75685,"C:0.119, C#:0.083, D:0.094, D#:0.100, E:0.172, F:0.079, F#:0.044, G:0.061, G#:0.049, A:0.066, A#:0.051, B:0.080"
75686,"C:0.060, C#:0.308, D:0.027, D#:0.027, E:0.134, F:0.035, F#:0.090, G:0.029, G#:0.112, A:0.053, A#:0.015, B:0.110"
75692,"C:0.031, C#:0.092, D:0.116, D#:0.044, E:0.101, F:0.051, F#:0.129, G:0.137, G#:0.061, A:0.114, A#:0.044, B:0.080"
75693,"C:0.025, C#:0.103, D:0.234, D#:0.044, E:0.056, F:0.029, F#:0.096, G:0.136, G#:0.052, A:0.158, A#:0.031, B:0.036"
75746,"C:0.034, C#:0.065, D:0.163, D#:0.168, E:0.071, F:0.032, F#:0.032, G:0.051, G#:0.189, A:0.125, A#:0.044, B:0.028"
75900,"C:0.077, C#:0.035, D:0.082, D#:0.392, E:0.068, F:0.075, F#:0.031, G:0.052, G#:0.039, A:0.023, A#:0.094, B:0.033"
75901,"C:0.051, C#:0.132, D:0.079, D#:0.104, E:0.170, F:0.055, F#:0.121, G:0.060, G#:0.110, A:0.028, A#:0.061, B:0.029"
75903,"C:0.152, C#:0.177, D:0.086, D#:0.095, E:0.055, F:0.100, F#:0.069, G:0.050, G#:0.112, A:0.036, A#:0.027, B:0.042"
75904,"C:0.033, C#:0.025, D:0.057, D#:0.153, E:0.105, F:0.110, F#:0.106, G:0.050, G#:0.072, A:0.068, A#:0.138, B:0.083"
75905,"C:0.052, C#:0.110, D:0.074, D#:0.172, E:0.066, F:0.058, F#:0.108, G:0.083, G#:0.108, A:0.022, A#:0.094, B:0.053"
75906,"C:0.122, C#:0.100, D:0.115, D#:0.146, E:0.079, F:0.152, F#:0.046, G:0.140, G#:0.031, A:0.032, A#:0.024, B:0.012"
75909,"C:0.057, C#:0.161, D:0.086, D#:0.151, E:0.074, F:0.069, F#:0.076, G:0.040, G#:0.046, A:0.055, A#:0.153, B:0.033"
75910,"C:0.051, C#:0.032, D:0.060, D#:0.102, E:0.072, F:0.078, F#:0.043, G:0.055, G#:0.101, A:0.120, A#:0.213, B:0.072"
75978,"C:0.127, C#:0.045, D:0.081, D#:0.042, E:0.122, F:0.029, F#:0.073, G:0.136, G#:0.045, A:0.138, A#:0.041, B:0.120"
76082,"C:0.125, C#:0.042, D:0.077, D#:0.045, E:0.120, F:0.037, F#:0.068, G:0.140, G#:0.068, A:0.043, A#:0.056, B:0.180"
76117,"C:0.079, C#:0.036, D:0.123, D#:0.044, E:0.169, F:0.130, F#:0.043, G:0.032, G#:0.036, A:0.186, A#:0.089, B:0.033"
76128,"C:0.045, C#:0.032, D:0.091, D#:0.239, E:0.052, F:0.051, F#:0.043, G:0.118, G#:0.149, A:0.062, A#:0.088, B:0.030"
76129,"C:0.136, C#:0.037, D:0.107, D#:0.026, E:0.053, F:0.195, F#:0.029, G:0.075, G#:0.039, A:0.218, A#:0.060, B:0.025"
76130,"C:0.420, C#:0.021, D:0.031, D#:0.020, E:0.222, F:0.041, F#:0.016, G:0.109, G#:0.015, A:0.066, A#:0.006, B:0.033"
76131,"C:0.038, C#:0.048, D:0.355, D#:0.052, E:0.018, F:0.019, F#:0.037, G:0.099, G#:0.071, A:0.113, A#:0.058, B:0.093"
76236,"C:0.079, C#:0.165, D:0.086, D#:0.098, E:0.073, F:0.085, F#:0.079, G:0.065, G#:0.130, A:0.044, A#:0.066, B:0.029"
76239,"C:0.245, C#:0.074, D:0.041, D#:0.066, E:0.037, F:0.059, F#:0.054, G:0.123, G#:0.074, A:0.050, A#:0.073, B:0.105"
76240,"C:0.058, C#:0.110, D:0.045, D#:0.103, E:0.030, F:0.034, F#:0.025, G:0.036, G#:0.114, A:0.081, A#:0.257, B:0.106"
76241,"C:0.045, C#:0.072, D:0.213, D#:0.056, E:0.200, F:0.045, F#:0.101, G:0.076, G#:0.020, A:0.035, A#:0.016, B:0.120"
76243,"C:0.140, C#:0.086, D:0.125, D#:0.072, E:0.039, F:0.147, F#:0.064, G:0.051, G#:0.031, A:0.152, A#:0.075, B:0.018"
76244,"C:0.063, C#:0.091, D:0.060, D#:0.090, E:0.069, F:0.120, F#:0.123, G:0.086, G#:0.086, A:0.054, A#:0.076, B:0.082"
76247,"C:0.042, C#:0.053, D:0.109, D#:0.091, E:0.197, F:0.071, F#:0.050, G:0.019, G#:0.068, A:0.096, A#:0.085, B:0.119"
76248,"C:0.109, C#:0.040, D:0.082, D#:0.053, E:0.093, F:0.049, F#:0.040, G:0.170, G#:0.087, A:0.103, A#:0.081, B:0.093"
76252,"C:0.146, C#:0.057, D:0.122, D#:0.051, E:0.066, F:0.036, F#:0.062, G:0.160, G#:0.081, A:0.130, A#:0.043, B:0.045"
76281,"C:0.045, C#:0.029, D:0.114, D#:0.018, E:0.113, F:0.058, F#:0.051, G:0.102, G#:0.038, A:0.202, A#:0.029, B:0.201"
76282,"C:0.010, C#:0.017, D:0.075, D#:0.026, E:0.260, F:0.017, F#:0.158, G:0.108, G#:0.024, A:0.229, A#:0.019, B:0.058"
76283,"C:0.067, C#:0.054, D:0.159, D#:0.019, E:0.115, F:0.221, F#:0.063, G:0.166, G#:0.039, A:0.072, A#:0.006, B:0.020"
76284,"C:0.315, C#:0.086, D:0.062, D#:0.026, E:0.045, F:0.022, F#:0.112, G:0.108, G#:0.012, A:0.057, A#:0.027, B:0.128"
76285,"C:0.019, C#:0.142, D:0.016, D#:0.138, E:0.094, F:0.022, F#:0.165, G:0.018, G#:0.119, A:0.017, A#:0.083, B:0.167"
76286,"C:0.053, C#:0.010, D:0.041, D#:0.024, E:0.108, F:0.410, F#:0.039, G:0.204, G#:0.020, A:0.055, A#:0.023, B:0.013"
76287,"C:0.063, C#:0.645, D:0.053, D#:0.035, E:0.009, F:0.098, F#:0.006, G:0.045, G#:0.020, A:0.003, A#:0.010, B:0.012"
76288,"C:0.054, C#:0.017, D:0.127, D#:0.105, E:0.054, F:0.228, F#:0.051, G:0.155, G#:0.055, A:0.041, A#:0.096, B:0.018"
76349,"C:0.047, C#:0.134, D:0.241, D#:0.248, E:0.060, F:0.048, F#:0.034, G:0.026, G#:0.038, A:0.027, A#:0.086, B:0.010"
76351,"C:0.097, C#:0.079, D:0.055, D#:0.082, E:0.053, F:0.049, F#:0.101, G:0.100, G#:0.049, A:0.090, A#:0.118, B:0.127"
76352,"C:0.152, C#:0.202, D:0.112, D#:0.130, E:0.054, F:0.040, F#:0.039, G:0.052, G#:0.142, A:0.048, A#:0.018, B:0.012"
76353,"C:0.160, C#:0.072, D:0.069, D#:0.130, E:0.062, F:0.072, F#:0.037, G:0.112, G#:0.145, A:0.033, A#:0.089, B:0.019"
76354,"C:0.090, C#:0.066, D:0.055, D#:0.082, E:0.037, F:0.061, F#:0.038, G:0.045, G#:0.078, A:0.120, A#:0.241, B:0.088"
76355,"C:0.154, C#:0.033, D:0.068, D#:0.036, E:0.032, F:0.066, F#:0.048, G:0.162, G#:0.052, A:0.070, A#:0.203, B:0.077"
76356,"C:0.094, C#:0.181, D:0.068, D#:0.076, E:0.080, F:0.040, F#:0.081, G:0.026, G#:0.044, A:0.087, A#:0.084, B:0.139"
76357,"C:0.035, C#:0.049, D:0.165, D#:0.159, E:0.025, F:0.046, F#:0.029, G:0.068, G#:0.131, A:0.080, A#:0.185, B:0.027"
76478,"C:0.049, C#:0.142, D:0.278, D#:0.139, E:0.091, F:0.078, F#:0.051, G:0.036, G#:0.042, A:0.031, A#:0.033, B:0.030"
76479,"C:0.039, C#:0.085, D:0.076, D#:0.168, E:0.084, F:0.097, F#:0.152, G:0.080, G#:0.106, A:0.047, A#:0.044, B:0.021"
76482,"C:0.047, C#:0.070, D:0.116, D#:0.078, E:0.074, F:0.097, F#:0.081, G:0.124, G#:0.112, A:0.113, A#:0.053, B:0.034"
76486,"C:0.073, C#:0.067, D:0.051, D#:0.049, E:0.049, F:0.051, F#:0.055, G:0.110, G#:0.164, A:0.137, A#:0.119, B:0.076"
76490,"C:0.048, C#:0.048, D:0.053, D#:0.109, E:0.131, F:0.103, F#:0.128, G:0.084, G#:0.072, A:0.095, A#:0.080, B:0.048"
76491,"C:0.087, C#:0.053, D:0.118, D#:0.065, E:0.076, F:0.051, F#:0.088, G:0.047, G#:0.040, A:0.067, A#:0.107, B:0.201"
76497,"C:0.125, C#:0.085, D:0.066, D#:0.048, E:0.113, F:0.045, F#:0.067, G:0.113, G#:0.043, A:0.040, A#:0.063, B:0.192"
76499,"C:0.095, C#:0.232, D:0.323, D#:0.081, E:0.030, F:0.014, F#:0.015, G:0.032, G#:0.021, A:0.059, A#:0.048, B:0.050"
76500,"C:0.034, C#:0.040, D:0.049, D#:0.082, E:0.376, F:0.103, F#:0.033, G:0.078, G#:0.016, A:0.017, A#:0.057, B:0.114"
76501,"C:0.115, C#:0.069, D:0.053, D#:0.043, E:0.158, F:0.024, F#:0.030, G:0.065, G#:0.125, A:0.086, A#:0.071, B:0.161"
76504,"C:0.058, C#:0.020, D:0.040, D#:0.051, E:0.125, F:0.035, F#:0.045, G:0.019, G#:0.081, A:0.029, A#:0.050, B:0.447"
76506,"C:0.068, C#:0.079, D:0.212, D#:0.044, E:0.123, F:0.041, F#:0.042, G:0.115, G#:0.031, A:0.083, A#:0.058, B:0.104"
76509,"C:0.039, C#:0.011, D:0.088, D#:0.008, E:0.086, F:0.015, F#:0.246, G:0.046, G#:0.010, A:0.033, A#:0.023, B:0.395"
76511,"C:0.024, C#:0.019, D:0.211, D#:0.165, E:0.043, F:0.099, F#:0.050, G:0.107, G#:0.082, A:0.032, A#:0.146, B:0.022"
76513,"C:0.044, C#:0.025, D:0.046, D#:0.017, E:0.028, F:0.037, F#:0.186, G:0.151, G#:0.124, A:0.113, A#:0.068, B:0.160"
77233,"C:0.160, C#:0.047, D:0.149, D#:0.038, E:0.079, F:0.101, F#:0.023, G:0.144, G#:0.025, A:0.113, A#:0.034, B:0.086"
77234,"C:0.034, C#:0.035, D:0.052, D#:0.161, E:0.135, F:0.047, F#:0.058, G:0.027, G#:0.103, A:0.022, A#:0.041, B:0.284"
77235,"C:0.186, C#:0.042, D:0.097, D#:0.031, E:0.145, F:0.011, F#:0.023, G:0.107, G#:0.027, A:0.085, A#:0.044, B:0.201"
77236,"C:0.120, C#:0.033, D:0.212, D#:0.037, E:0.108, F:0.020, F#:0.038, G:0.241, G#:0.027, A:0.043, A#:0.017, B:0.104"
77304,"C:0.030, C#:0.050, D:0.302, D#:0.028, E:0.031, F:0.020, F#:0.032, G:0.303, G#:0.109, A:0.069, A#:0.011, B:0.014"
77308,"C:0.230, C#:0.103, D:0.038, D#:0.082, E:0.140, F:0.069, F#:0.036, G:0.118, G#:0.069, A:0.040, A#:0.027, B:0.049"
77309,"C:0.092, C#:0.024, D:0.016, D#:0.064, E:0.121, F:0.038, F#:0.258, G:0.084, G#:0.055, A:0.022, A#:0.018, B:0.209"
77311,"C:0.198, C#:0.027, D:0.094, D#:0.022, E:0.104, F:0.059, F#:0.038, G:0.223, G#:0.076, A:0.078, A#:0.017, B:0.066"
77312,"C:0.022, C#:0.255, D:0.031, D#:0.007, E:0.044, F:0.014, F#:0.038, G:0.196, G#:0.108, A:0.238, A#:0.030, B:0.017"
77315,"C:0.129, C#:0.013, D:0.086, D#:0.010, E:0.096, F:0.043, F#:0.028, G:0.379, G#:0.044, A:0.131, A#:0.022, B:0.019"
77316,"C:0.100, C#:0.007, D:0.201, D#:0.006, E:0.033, F:0.051, F#:0.011, G:0.232, G#:0.069, A:0.258, A#:0.007, B:0.025"
77317,"C:0.240, C#:0.023, D:0.133, D#:0.014, E:0.125, F:0.059, F#:0.019, G:0.204, G#:0.050, A:0.068, A#:0.013, B:0.052"
77374,"C:0.113, C#:0.108, D:0.072, D#:0.085, E:0.107, F:0.111, F#:0.080, G:0.039, G#:0.071, A:0.040, A#:0.053, B:0.120"
77375,"C:0.040, C#:0.027, D:0.094, D#:0.048, E:0.149, F:0.044, F#:0.047, G:0.112, G#:0.069, A:0.155, A#:0.089, B:0.126"
77376,"C:0.069, C#:0.046, D:0.093, D#:0.055, E:0.085, F:0.044, F#:0.057, G:0.119, G#:0.124, A:0.096, A#:0.078, B:0.135"
77377,"C:0.107, C#:0.051, D:0.095, D#:0.033, E:0.032, F:0.051, F#:0.052, G:0.126, G#:0.111, A:0.145, A#:0.119, B:0.079"
77378,"C:0.176, C#:0.042, D:0.064, D#:0.040, E:0.150, F:0.102, F#:0.037, G:0.109, G#:0.038, A:0.104, A#:0.067, B:0.072"
77379,"C:0.031, C#:0.112, D:0.138, D#:0.035, E:0.157, F:0.029, F#:0.151, G:0.026, G#:0.062, A:0.100, A#:0.028, B:0.133"
77380,"C:0.158, C#:0.013, D:0.048, D#:0.011, E:0.074, F:0.142, F#:0.028, G:0.128, G#:0.030, A:0.141, A#:0.193, B:0.035"
77382,"C:0.069, C#:0.070, D:0.092, D#:0.067, E:0.096, F:0.063, F#:0.068, G:0.109, G#:0.061, A:0.101, A#:0.091, B:0.110"
77385,"C:0.053, C#:0.179, D:0.082, D#:0.139, E:0.050, F:0.040, F#:0.056, G:0.040, G#:0.101, A:0.069, A#:0.139, B:0.052"
77386,"C:0.138, C#:0.054, D:0.114, D#:0.056, E:0.057, F:0.074, F#:0.059, G:0.172, G#:0.066, A:0.085, A#:0.073, B:0.051"
77548,"C:0.084, C#:0.132, D:0.071, D#:0.176, E:0.046, F:0.043, F#:0.103, G:0.080, G#:0.106, A:0.044, A#:0.046, B:0.069"
77549,"C:0.057, C#:0.051, D:0.113, D#:0.059, E:0.104, F:0.068, F#:0.108, G:0.105, G#:0.049, A:0.059, A#:0.057, B:0.170"
77550,"C:0.088, C#:0.115, D:0.029, D#:0.025, E:0.041, F:0.181, F#:0.061, G:0.074, G#:0.136, A:0.050, A#:0.164, B:0.037"
77564,"C:0.091, C#:0.090, D:0.173, D#:0.033, E:0.120, F:0.070, F#:0.020, G:0.132, G#:0.046, A:0.143, A#:0.041, B:0.039"
77566,"C:0.033, C#:0.034, D:0.145, D#:0.130, E:0.114, F:0.110, F#:0.090, G:0.187, G#:0.046, A:0.045, A#:0.040, B:0.026"
77573,"C:0.022, C#:0.039, D:0.289, D#:0.029, E:0.026, F:0.022, F#:0.138, G:0.130, G#:0.029, A:0.135, A#:0.037, B:0.103"
77577,"C:0.049, C#:0.074, D:0.048, D#:0.055, E:0.114, F:0.080, F#:0.154, G:0.075, G#:0.060, A:0.126, A#:0.086, B:0.078"
77825,"C:0.023, C#:0.048, D:0.042, D#:0.069, E:0.089, F:0.066, F#:0.182, G:0.087, G#:0.209, A:0.070, A#:0.067, B:0.049"
77826,"C:0.044, C#:0.097, D:0.277, D#:0.087, E:0.071, F:0.035, F#:0.030, G:0.058, G#:0.033, A:0.185, A#:0.058, B:0.026"
77831,"C:0.043, C#:0.033, D:0.051, D#:0.062, E:0.081, F:0.062, F#:0.077, G:0.139, G#:0.103, A:0.196, A#:0.091, B:0.062"
77832,"C:0.070, C#:0.144, D:0.129, D#:0.160, E:0.084, F:0.049, F#:0.052, G:0.039, G#:0.166, A:0.062, A#:0.028, B:0.017"
77833,"C:0.081, C#:0.068, D:0.071, D#:0.070, E:0.162, F:0.247, F#:0.073, G:0.060, G#:0.033, A:0.068, A#:0.049, B:0.017"
78067,"C:0.103, C#:0.078, D:0.060, D#:0.121, E:0.067, F:0.044, F#:0.105, G:0.033, G#:0.036, A:0.052, A#:0.094, B:0.207"
78096,"C:0.317, C#:0.050, D:0.027, D#:0.105, E:0.073, F:0.075, F#:0.026, G:0.128, G#:0.051, A:0.053, A#:0.041, B:0.054"
78099,"C:0.025, C#:0.076, D:0.007, D#:0.013, E:0.027, F:0.039, F#:0.406, G:0.033, G#:0.105, A:0.194, A#:0.025, B:0.050"
78100,"C:0.149, C#:0.025, D:0.073, D#:0.020, E:0.105, F:0.023, F#:0.024, G:0.067, G#:0.087, A:0.268, A#:0.064, B:0.096"
78101,"C:0.016, C#:0.111, D:0.110, D#:0.028, E:0.051, F:0.032, F#:0.348, G:0.031, G#:0.074, A:0.105, A#:0.018, B:0.075"
